Timestamp,what class do you main,which do you prefer,do you like environmental hazards,which do you like better,what's better,halloween spells,do you like dustbowl,what do you consider the peak 100 player experience
12/6/2023 12:39:56,soldier,mid range,Yes,pushing the flank,enclosed spaces,bad,yes,stalemate for 20 minutes
12/6/2023 12:40:00,medic,mid range,Yes,pushing the flank,open spaces,good,yes,Multiple objective places where each players can choose to flank (aka the Sulfur map.) It was kinda an underrated map for 100 players.
12/6/2023 12:40:01,heavy,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,random crits
12/6/2023 12:40:02,spy,mid range,Yes,pushing the flank,enclosed spaces,bad,no,trench warfare with stalemates on both sides 
12/6/2023 12:40:12,heavy,mid range,No,pushing the flank,open spaces,bad,yes,"Peak 100 player experience is both personal advances and push/defend coordination. For example, Dustbowl last (and a lot of lasts for that matter) are absolute dogshit to push through unless you coordinate with your team to push in a specific area at a specific time. Whenever my team rolls the other, it's typically down to amazing coordination across the entire team, and those games are the most memorable.

As for personal advances, sometimes team pushes can't happen because nobody is following or everybody is on the frontline. In these cases, I whip out the aggressive fists of steel tomislav heavy and I push into a piece of cover near the flank to individually help my team. This, of course, is not 100% reliable and you'll die more often than not; however, it's another sort of high when you catch a few people of guard and mow them down (as heavy)."
12/6/2023 12:40:14,scout,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,no,No sentries and snipers 
12/6/2023 12:40:18,medic,mid range,Yes,pushing the flank,enclosed spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:40:23,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:40:23,sniper,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,"playing the game on a slideshow with motion blur on its like constant abstract art its great
"
12/6/2023 12:40:26,soldier,close quarters fighting,Yes,fighting frontline,enclosed spaces,bad,yes,getting that awesome sequence where everything works and you get that killstreak you couldn't possibly get when there's only 12 people on the enemy team
12/6/2023 12:40:31,engie,close quarters fighting,Yes,fighting frontline,open spaces,good,no,4-5 1-shot Machina kills
12/6/2023 12:40:36,medic,mid range,Yes,pushing the flank,enclosed spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:40:37,medic,long range,Yes,pushing the flank,open spaces,bad,no,"i actual never properly played 100, i live far from the server and play on a laptop."
12/6/2023 12:40:37,engie,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,no,real tangible territorial control
12/6/2023 12:40:38,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:40:38,soldier,close quarters fighting,Yes,pushing the flank,open spaces,bad,yes,"fishing for crits until my brain gives me dopamine. most the time it’s more spamming in the general direction of the enemy, peal is when the map allows for more tactical positioning more akin to large scale warfare, ie dustbowl but if it was 8x bigger. like defending helms deep"
12/6/2023 12:40:43,engie,close quarters fighting,Yes,pushing the flank,open spaces,good,no,ninjaneering my whole ass team behind enemy lines
12/6/2023 12:40:50,heavy,mid range,Yes,fighting frontline,open spaces,good,no,An Mvm like experience where blue comes out of a giant spawn and red spawns in a small spawn with alot of defences.
12/6/2023 12:40:52,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:40:52,medic,mid range,Yes,fighting frontline,enclosed spaces,good,yes,Helping my team with support 
12/6/2023 12:40:55,soldier,mid range,Yes,pushing the flank,open spaces,bad,yes,"flanking as spy, waiting in a corner, getting one backstab and dying"
12/6/2023 12:40:58,engie,mid range,Yes,fighting frontline,enclosed spaces,bad,yes,Spamming Sentries on ctf :)
12/6/2023 12:41:03,pyro,mid range,Yes,fighting frontline,open spaces,bad,no,Watching the resulting shenanigans on youtube (gamewise the chaos of 100-man games is the closest we'll get to gigantic wars in TF2; I think that maps made with this in mind should lean in to cultivating this kind of chaotic atmosphere)
12/6/2023 12:41:04,medic,close quarters fighting,No,pushing the flank,enclosed spaces,bad,yes,Just barely pushing through chokes
12/6/2023 12:41:06,heavy,mid range,Yes,fighting frontline,open spaces,good,yes,"the sheer dopamine watching a 50 player team leave the spawn while I get obliterated by 5 crit rockets, a phlog pyro behind the corner, and 3 turtling engineers."
12/6/2023 12:41:09,sniper,mid range,No,fighting frontline,enclosed spaces,bad,yes,Dustbowl last
12/6/2023 12:41:09,medic,mid range,Yes,pushing the flank,enclosed spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:41:09,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:41:26,medic,mid range,Yes,fighting frontline,enclosed spaces,bad,yes,Relatively open map with the team doing back and forths for the point and important positions
12/6/2023 12:41:26,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:41:30,medic,mid range,Yes,pushing the flank,open spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:41:31,heavy,mid range,Yes,fighting frontline,enclosed spaces,good,yes,Spawning merasmus every minute
12/6/2023 12:41:32,pyro,close quarters fighting,No,fighting frontline,enclosed spaces,bad,yes,trying to break long stalemates on turbine and get the flag
12/6/2023 12:41:39,engie,close quarters fighting,No,fighting frontline,open spaces,bad,yes,trying to push through main with uber and sentries
12/6/2023 12:41:39,spy,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,no,Big team fights 
12/6/2023 12:41:48,sniper,close quarters fighting,Yes,fighting frontline,open spaces,bad,no,war war war war battlefield style war war war war all out chaos
12/6/2023 12:41:48,engie,mid range,No,pushing the flank,enclosed spaces,good,yes,funny
12/6/2023 12:41:49,heavy,mid range,No,pushing the flank,enclosed spaces,bad,no,H
12/6/2023 12:41:50,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,Big teamfights with chaotic flanks
12/6/2023 12:41:57,medic,long range,Yes,pushing the flank,open spaces,bad,no,i play on  a laptop and am far from the server so i never got to play it properly.
12/6/2023 12:41:59,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:42:00,scout,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,no,Making a wall with sentries or just spamming one class 
12/6/2023 12:42:00,scout,mid range,Yes,pushing the flank,open spaces,bad,no,I don't play 100 player servers maybe I should
12/6/2023 12:42:07,engie,close quarters fighting,Yes,fighting frontline,open spaces,good,no,plenty of space so it isn't so cluttered
12/6/2023 12:42:07,medic,mid range,Yes,pushing the flank,open spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:42:09,scout,mid range,Yes,fighting frontline,open spaces,good,yes,MY FOREHEAD
12/6/2023 12:42:10,scout,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,yes,chaos
12/6/2023 12:42:11,medic,mid range,Yes,fighting frontline,open spaces,bad,yes,When the team feels somewhat coordinated and it’s a big final push
12/6/2023 12:42:11,demo,mid range,Yes,pushing the flank,open spaces,bad,yes,peak 100 player experience is when it's completely chaotic but not insufferable
12/6/2023 12:42:12,scout,mid range,No,pushing the flank,open spaces,bad,yes,Lots of Space for movement around both ally’s & enemies. Flanks with purpose (getting to snipers or behind enemy lines) Occasional health & ammo packs. 
12/6/2023 12:42:16,scout,close quarters fighting,Yes,pushing the flank,open spaces,bad,yes,10 medics and heavys breaking down a massive nest of sentries
12/6/2023 12:42:18,medic,mid range,Yes,fighting frontline,enclosed spaces,good,no,"I like when the server is full and there's enough people with voice chat to coordinate people like an army, it's super fun. Specially as a medic, since people actually end up close to me."
12/6/2023 12:42:27,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:42:26,heavy,close quarters fighting,No,pushing the flank,enclosed spaces,bad,yes,50 player pushes
12/6/2023 12:42:27,engie,mid range,Yes,pushing the flank,enclosed spaces,good,yes,A gif of sans
12/6/2023 12:42:27,pyro,close quarters fighting,Yes,fighting frontline,open spaces,good,no,charging into a bunch of enemies while ubered
12/6/2023 12:42:38,engie,mid range,Yes,fighting frontline,open spaces,bad,no,"getting up and maintaining ten million sentries defending the objective, its exhilarating especially when the enemy team starts spamming into you"
12/6/2023 12:42:46,medic,mid range,No,fighting frontline,enclosed spaces,bad,yes,"Attack and defend last's dustbowl points, this is epic. Trenches is battlefield on maximum, especially on dustbowl. (Also I'm like both spaces on question №5)"
12/6/2023 12:42:50,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:42:51,soldier,mid range,Yes,pushing the flank,enclosed spaces,good,yes,Just play for fun
12/6/2023 12:42:51,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,no,Breaking an impossible choke through the sheer might of random crits.
12/6/2023 12:42:52,medic,mid range,Yes,pushing the flank,open spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:42:54,soldier,mid range,No,pushing the flank,open spaces,good,no,the slow push of the main fight and the the chaos that ensues when the line brakes
12/6/2023 12:42:55,pyro,mid range,Yes,pushing the flank,open spaces,bad,yes,unhinged chaos 
12/6/2023 12:43:04,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:43:11,engie,close quarters fighting,No,pushing the flank,enclosed spaces,bad,yes,30 sentries on last or dustbowl ubered phlog
12/6/2023 12:43:15,heavy,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,A clusrefuck of different classes just killing eachother is the most hillarious thing in tf2 and definetly peak 100 player experience(please make 100 player class wars)
12/6/2023 12:43:19,pyro,mid range,No,pushing the flank,enclosed spaces,good,yes,I feels it best when its more chaotic and there are a lot of sub-factions within the team. For example theres a group trying to push the frontlines and another trying to sneak into the flank and another group thats just shitposting and doing goofy bullshit. Additionally I think you should add an entire episode of Scooby-Doo into the map for people to watch when they don't want to play the game or are being spawncamped. 
12/6/2023 12:43:20,soldier,mid range,No,fighting frontline,enclosed spaces,good,yes,"i did not play it
"
12/6/2023 12:43:22,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:43:23,soldier,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,"for the following question
can you describe what's the gameplay high you chase every time you play on the trenches
ie ""peak trenches was spamming down dustbowl last""
""when we get to build 30 sentries on last""
""trying to coordinate with the team like a big war""
""trying to break long stalemates on turbine and get the flag"""
12/6/2023 12:43:24,scout,mid range,Yes,fighting frontline,open spaces,good,yes,"Add TjSgRf's forehead :D
Plz"
12/6/2023 12:43:27,medic,mid range,Yes,fighting frontline,open spaces,good,yes,chaos
12/6/2023 12:43:27,scout,close quarters fighting,Yes,fighting frontline,open spaces,good,yes,when it's chaotic and i die
12/6/2023 12:43:30,medic,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,"personally, I like to pocket medic, zver, or lando doesn’t matter, getting high frags, sometimes winning entire games, love the server"
12/6/2023 12:43:36,sniper,long range,No,pushing the flank,open spaces,good,yes,You forgot to make it so people can only write in here once.
12/6/2023 12:43:44,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,no,lag
12/6/2023 12:43:46,scout,close quarters fighting,Yes,pushing the flank,open spaces,good,yes,i honestly think that 100 players is n
12/6/2023 12:43:56,demo,close quarters fighting,Yes,pushing the flank,open spaces,bad,no,40 sentries on last
12/6/2023 12:43:59,demo,mid range,Yes,pushing the flank,enclosed spaces,bad,no,trying to coordinate with the team like a big war
12/6/2023 12:44:02,engie,close quarters fighting,Yes,fighting frontline,open spaces,bad,yes,Upward third
12/6/2023 12:44:02,engie,mid range,Yes,fighting frontline,open spaces,bad,yes,ah
12/6/2023 12:44:03,soldier,mid range,No,pushing the flank,open spaces,bad,no,"huhuh
"
12/6/2023 12:44:08,pyro,close quarters fighting,No,pushing the flank,enclosed spaces,bad,yes,Uber Medic picking my Phlog Crits to be the one to sew chaos into the world. 
12/6/2023 12:44:15,scout,close quarters fighting,No,fighting frontline,open spaces,bad,yes,kaboom
12/6/2023 12:44:19,soldier,close quarters fighting,Yes,pushing the flank,open spaces,good,yes,100 capture points
12/6/2023 12:44:22,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:44:22,medic,close quarters fighting,No,fighting frontline,enclosed spaces,bad,yes, 
12/6/2023 12:44:23,soldier,mid range,Yes,pushing the flank,open spaces,good,yes,Edging the payload on upward last as both teams struggle to entrench last
12/6/2023 12:44:25,scout,mid range,Yes,pushing the flank,open spaces,bad,yes,"I didn't play 100 player trenches much, but I did enjoy Upward I guess"
12/6/2023 12:44:26,medic,mid range,Yes,fighting frontline,open spaces,bad,yes,don't really have many strong opinions
12/6/2023 12:44:27,demo,close quarters fighting,Yes,fighting frontline,open spaces,bad,no,yes
12/6/2023 12:44:34,medic,mid range,No,pushing the flank,open spaces,bad,yes,there's a stalemate which eventuallys get broken in a very satisfying way by a flank breaking through for example
12/6/2023 12:44:36,scout,close quarters fighting,Yes,pushing the flank,open spaces,bad,no,When we break the 30 sentry engie nest and win
12/6/2023 12:44:36,demo,mid range,No,pushing the flank,enclosed spaces,bad,yes,Pub push
12/6/2023 12:44:38,soldier,long range,Yes,fighting frontline,open spaces,bad,yes,feeling the pressure of the team more
12/6/2023 12:44:39,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:44:39,scout,mid range,Yes,fighting frontline,open spaces,good,yes,ADD ME FOREHEAD
12/6/2023 12:44:41,sniper,mid range,Yes,pushing the flank,open spaces,good,yes,"fornite battle passssssssss
"
12/6/2023 12:44:50,soldier,mid range,No,fighting frontline,open spaces,bad,yes,kritzkrieg massacres
12/6/2023 12:44:52,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,no,killing and destorying ONE singular person to make them quit so fuckin peak
12/6/2023 12:45:00,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:45:02,scout,mid range,Yes,pushing the flank,open spaces,bad,no,Not sure really but managing to do a pub push is good
12/6/2023 12:45:12,engie,mid range,Yes,pushing the flank,open spaces,bad,yes,Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map Dustbowl Best map 
12/6/2023 12:45:19,medic,mid range,Yes,pushing the flank,enclosed spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:45:22,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:45:24,heavy,mid range,Yes,fighting frontline,enclosed spaces,good,yes,"HYDRO HYDRO HYDRO, Also dustbowl, and any koth map"
12/6/2023 12:45:26,spy,close quarters fighting,Yes,pushing the flank,open spaces,bad,no,idk
12/6/2023 12:45:26,engie,mid range,No,pushing the flank,enclosed spaces,bad,yes,Breaking a stalemate — even if it’s just pushing past one choke and doesn’t win the game
12/6/2023 12:45:26,demo,mid range,Yes,fighting frontline,enclosed spaces,good,no,Lots of variety in maps leading to new play styles for every class
12/6/2023 12:45:30,demo,mid range,Yes,pushing the flank,enclosed spaces,good,yes,breaking a long stalemate by a successful flank(i.e. destroying engi nests that made pushing impossible)
12/6/2023 12:45:31,demo,close quarters fighting,No,pushing the flank,enclosed spaces,bad,no,"somewhat quick matches that dont entirely revolve around 1 primary focus, or just playing as Mr Sex and throwing sandviches at people's faces "
12/6/2023 12:45:32,soldier,mid range,Yes,pushing the flank,open spaces,bad,no,"Chaotic. I think no matter what, 100 players will be chaotic. Spreading players with an open space and spread objectives will control that chaos in some way."
12/6/2023 12:45:49,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another gameMedieval  mode, because it feels like another game"
12/6/2023 12:46:00,engie,mid range,Yes,pushing the flank,open spaces,good,no,Spies everywhere
12/6/2023 12:46:06,scout,mid range,Yes,fighting frontline,open spaces,good,yes,"ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD
ADD ME FOREHEAD"
12/6/2023 12:46:07,engie,mid range,No,pushing the flank,enclosed spaces,bad,yes,"A back and forth pushing the front line, everyone working together to outdo the other team with a dozen engineers nesting and medics charging ubers for the soldiers and demos trying to break through the opposing nests."
12/6/2023 12:46:07,spy,close quarters fighting,No,pushing the flank,enclosed spaces,good,yes,😦
12/6/2023 12:46:12,heavy,long range,Yes,pushing the flank,enclosed spaces,good,yes,hi i'm streaming and chat is making a map for the trenches and they want to get your opinion on these key issues
12/6/2023 12:46:37,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:46:47,demo,mid range,Yes,pushing the flank,enclosed spaces,bad,no,Killing 23 people with one singular grenade straight fuckin PEAK maybe even KINO
12/6/2023 12:46:47,pyro,close quarters fighting,No,fighting frontline,enclosed spaces,bad,yes,"funny moment, random crit and kill 30 players"
12/6/2023 12:46:54,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:46:56,medic,mid range,Yes,pushing the flank,open spaces,good,no,"I'd consider the peak 100 player experience to be the larger full-team vs full-team fights that can happen on dustbowl and similar maps, even though I think the map itself isn't great. It can get really hectic, which you can easily tell the game wasn't made for, and I love every second of the chaos. Most of the problems I have with trenches boil down to the game simply not being made for it, though it does get annoying when good sticky trap spots for classes like Demoman are overwhelmed. While it can get annoying due to the many bugs involved in getting the damn server to run, I have and will continue to love every moment on the server, no matter how many porn sprays cover the walls."
12/6/2023 12:47:00,engie,mid range,No,pushing the flank,enclosed spaces,bad,yes,Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches Shounic Trenches 
12/6/2023 12:47:04,heavy,long range,Yes,pushing the flank,enclosed spaces,good,yes,"Dustbowl is an Attack/Defend Control Point map, and is the subsequent remake of the Team Fortress Classic map of the same name. It and Gravel Pit were the first Attack/Defend Control Point maps for Team Fortress 2 and was one of the six initial maps included with the game's release. Dustbowl is the only map for which a training mode has been created.

In Dustbowl, the goal of the attackers, BLU, is to win through a series of stages in order to win the map. Within each stage, the attackers must capture two control points, A and B, which are held by the defenders, RED. Point A must be captured before the attackers can assault B. The timer is increased by 4 minutes and 30 seconds for every point capture and once a point is captured it is locked and cannot be retaken by the defenders.

Like all Attack/Defend maps, BLU plays the attackers while RED plays the defenders. Egypt and Gorge share a similar design with Dustbowl."
12/6/2023 12:47:08,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:47:11,engie,close quarters fighting,Yes,fighting frontline,open spaces,bad,yes,"Being able to coordinate with the entire team to push hard onto the objective.
large tomo"
12/6/2023 12:47:34,medic,mid range,Yes,pushing the flank,enclosed spaces,bad,no,You forgot to make it so people can only write in here once.
12/6/2023 12:47:36,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:48:06,demo,mid range,Yes,fighting frontline,open spaces,good,no,"Seeing I have no chance actually pushing, going sniper, then getting a kill because the enemy sniper accidentally shot one of my 49 teammates"
12/6/2023 12:48:10,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"Medieval  mode, because it feels like another game"
12/6/2023 12:48:11,heavy,long range,Yes,fighting frontline,open spaces,good,yes,ok
